s,x,y,yaw,curvature,csv_speed,curve_speed,reference_speed
210.250000000,150.211823533,100.054582036,1.561054634,0.011787568,4.529587806,12.506074741,4.529587806
210.500000000,150.213918565,100.304573081,1.564069090,0.011636688,4.549331033,12.580513516,4.549331033
210.750000000,150.215187118,100.554569439,1.567432645,0.011691076,4.576496373,12.553527298,4.576496373
211.000000000,150.215600399,100.804568943,1.570220953,0.011903405,4.545199462,12.449813172,4.545199462
211.250000000,150.215474805,101.054568812,1.572881591,0.012000196,4.542959928,12.403379802,4.542959928
211.500000000,150.214557770,101.304566716,1.575858110,0.012194638,4.588058702,12.311650077,4.588058702
211.750000000,150.212943929,101.554561409,1.579024105,0.011901979,4.604276230,12.450501349,4.604276230
212.000000000,150.210443936,101.804548602,1.582478102,0.011095087,4.620683622,12.859097636,4.620683622
212.250000000,150.207103187,102.054526147,1.585662077,0.011050202,4.633479507,12.883024700,4.633479507
212.500000000,150.203011346,102.304492579,1.587195393,0.011401847,4.663606512,12.699067086,4.663606512
212.750000000,150.198904026,102.554458670,1.589282023,0.011520082,4.628649745,12.638962100,4.628649745
213.000000000,150.193769052,102.804405688,1.593225681,0.012370003,4.643990649,12.230641819,4.643990649
213.250000000,150.187690319,103.054331565,1.596781131,0.013559652,4.658079769,11.720320872,4.658079769
213.500000000,150.180778143,103.304235688,1.600159245,0.013339878,4.670500804,11.809792689,4.670500804
213.750000000,150.173011007,103.554114750,1.603623220,0.012067639,4.679670955,12.371331269,4.679670955
214.000000000,150.164367693,103.803964842,1.606753294,0.010696471,4.683424107,13.076381183,4.683424107
214.250000000,150.155036433,104.053790582,1.609104082,0.009029884,4.672849273,14.121051889,4.621844071
214.500000000,150.145218516,104.303597580,1.611071810,0.007363915,4.680777324,15.463585406,4.512365524
214.750000000,150.134904154,104.553384636,1.612609725,0.006895323,4.597378369,15.915857288,4.400163931
215.000000000,150.124317915,104.803160387,1.613747435,0.007369535,4.443484584,15.458392655,4.285025393
215.250000000,150.113435208,105.052923380,1.615038865,0.007456865,4.287326360,15.378369629,4.166706448
215.500000000,150.102203885,105.302670609,1.618056829,0.007421958,4.099691841,15.410206997,4.044928012
215.750000000,150.089813835,105.552363344,1.620542880,0.007334451,4.008674428,15.490894518,3.919367630
216.000000000,150.077340882,105.802051734,1.621780808,0.006523774,3.830495541,16.304110852,3.789649406
216.250000000,150.064332667,106.051713058,1.623131232,0.005875114,3.678878844,17.055916338,3.655330713
216.500000000,150.051185376,106.301367103,1.623991182,0.006476302,3.528324956,16.355792204,3.515884330
216.750000000,150.037747788,106.551005667,1.625413927,0.008014097,3.376597904,14.895458887,3.370673912
217.000000000,150.023890169,106.800621182,1.627873575,0.010724897,3.218919480,13.060520532,3.218919480
217.250000000,150.009224712,107.050190481,1.630640859,0.013910742,3.067276817,11.581514846,3.066702980
217.500000000,149.993985792,107.299725586,1.634306443,0.016025550,2.899080400,10.838381076,2.899080400
217.750000000,149.977491173,107.549179665,1.639628205,0.017441275,2.747912926,10.414046836,2.747912926
218.000000000,149.959597261,107.798538146,1.644553699,0.018047287,2.674440257,10.247040079,2.674440257
218.250000000,149.940646033,108.047818659,1.648797637,0.017203804,2.804686616,10.481752891,2.804686616
218.500000000,149.920636253,108.297016440,1.653319960,0.016558702,2.926706187,10.672564681,2.926706187
218.750000000,149.899431184,108.546115264,1.656745491,0.017100901,3.029330417,10.511505080,3.029330417
219.000000000,149.877714616,108.795170130,1.660198648,0.017591385,3.097625048,10.371919089,3.097625048
219.250000000,149.854789726,109.044116407,1.665380038,0.017942767,3.187197605,10.275271038,3.187197605
219.500000000,149.830493513,109.292932424,1.670723532,0.018197962,3.277645353,10.206748899,3.277645353
219.750000000,149.804909484,109.541619623,1.675372490,0.017190428,3.360098740,10.485605958,3.360098740
220.000000000,149.778300851,109.790199282,1.679549871,0.015207199,3.434356277,11.108643275,3.434356277
220.250000000,149.750640033,110.038663913,1.682889126,0.013292360,3.508288408,11.829408293,3.508288408
220.500000000,149.722371840,110.287060541,1.685665594,0.011690796,3.551952323,12.553665834,3.551952323
220.750000000,149.693331715,110.535368010,1.688455957,0.010756527,3.604323051,13.042939175,3.604323051
221.000000000,149.663677739,110.783602987,1.690870962,0.011253459,3.664171035,12.775727800,3.664171035
221.250000000,149.633438622,111.031767360,1.693278376,0.012398716,3.716402431,12.217529943,3.716402431
221.500000000,149.602589797,111.279856597,1.696051944,0.012800183,3.766501951,12.038505525,3.766501951
221.750000000,149.570974565,111.527849300,1.700636443,0.013167793,3.790337753,11.881298184,3.790337753
222.000000000,149.537852362,111.775645079,1.704481864,0.014030170,3.878896342,11.535410393,3.878896342
222.250000000,149.504330806,112.023387349,1.706845502,0.014318191,3.878175066,11.426448434,3.878175066
222.500000000,149.470037566,112.271023874,1.710223304,0.014379545,3.930430849,11.403633599,3.930430849
222.750000000,149.434843146,112.518533980,1.714182423,0.015421886,3.976624241,11.035791452,3.976624241
223.000000000,149.398590142,112.765891297,1.718301399,0.016117904,4.028494243,10.809104302,4.028494243
223.250000000,149.361358019,113.013102702,1.722765788,0.015485018,4.073188711,11.014639336,4.073188711
223.500000000,149.322897937,113.260126185,1.727116254,0.014470874,4.087537516,11.369924426,4.087537516
223.750000000,149.283516216,113.507004690,1.730247277,0.013400682,4.059482369,11.784833946,4.059482369
224.000000000,149.243509967,113.753782846,1.732870970,0.012160702,4.147157751,12.327512863,4.147157751
224.250000000,149.202833333,114.000451271,1.735790013,0.011204533,4.182970337,12.801310180,4.182970337
224.500000000,149.161387084,114.246991533,1.738778847,0.010639725,4.214183192,13.108217708,4.214183192
224.750000000,149.119236676,114.493412441,1.741504949,0.009806869,4.242109464,13.603950805,4.242109464
225.000000000,149.076446843,114.739723175,1.743869910,0.008525677,4.264588808,14.489956187,4.264588808
225.250000000,149.033131340,114.985942070,1.745847640,0.007360145,4.250269199,15.467071368,4.250269199
225.500000000,148.989367558,115.232081702,1.747330506,0.007018174,4.301628518,15.793458634,4.301628518
225.750000000,148.945322023,115.478171080,1.748552543,0.007795723,4.329427776,15.079232399,4.329427776
226.000000000,148.900956798,115.724202961,1.750131616,0.009406627,4.357996510,13.863088631,4.357996510
226.250000000,148.856134309,115.970151946,1.752788685,0.011546439,4.402497025,12.625679260,4.402497025
226.500000000,148.810462317,116.215944334,1.756418170,0.013870287,4.408502966,11.597258253,4.408502966
226.750000000,148.763855703,116.461561405,1.760276537,0.015623773,4.422001170,10.968574625,4.422001170
227.000000000,148.716288355,116.706994142,1.764472607,0.016357374,4.405114435,10.734281648,4.312217306
227.250000000,148.667622183,116.952211287,1.768887257,0.016638032,4.320559733,10.648536706,4.194665433
227.500000000,148.617889742,117.197214358,1.773092455,0.015903513,4.171433535,10.877435415,4.073722879
227.750000000,148.567162951,117.442013492,1.777007812,0.013515946,4.018060942,11.737951959,3.949078133
228.000000000,148.515513477,117.686619752,1.781281962,0.011616113,3.847811295,12.590767821,3.820368843
228.250000000,148.462695900,117.930976542,1.783225931,0.010970844,3.706639733,12.925656780,3.687169388
228.500000000,148.410095802,118.175380157,1.783923778,0.010023075,3.549080597,13.469876503,3.548974232
228.750000000,148.356937344,118.419662463,1.787096201,0.009543409,3.407398536,13.772871014,3.405175193
229.000000000,148.302787590,118.663727528,1.790431144,0.010463323,3.255029662,13.208689450,3.255029662
229.250000000,148.248000872,118.907650367,1.792916292,0.010583394,3.105059679,13.140051808,3.105059679
229.500000000,148.192638701,119.151443344,1.795450114,0.008974736,2.948383085,14.160033669,2.948383085
229.750000000,148.136616581,119.395085398,1.797857886,0.007097532,2.803901963,15.715878058,2.803901963
230.000000000,148.080081096,119.638608802,1.799620561,0.005762911,2.657794589,17.196821159,2.657794589
230.250000000,148.023200389,119.882051901,1.800343630,0.005106718,2.542245249,18.097186604,2.542245249
230.500000000,147.966312753,120.125493466,1.800747634,0.005261294,2.695248818,17.872403164,2.685704918
230.750000000,147.909235344,120.368890597,1.802026044,0.005879909,2.840624668,17.049971453,2.821880739
231.000000000,147.851725468,120.612185875,1.804048751,0.006802975,2.974891432,16.009762672,2.951780972
231.250000000,147.793664013,120.855349584,1.806582928,0.008507591,3.069306345,14.503731511,3.069306345
231.500000000,147.734921786,121.098350217,1.808081024,0.010343747,3.175538617,13.278124562,3.175538617
231.750000000,147.676131954,121.341339170,1.810017670,0.011623094,3.273318114,12.587285482,3.273318114
232.000000000,147.616448977,121.584110375,1.814024973,0.013294320,3.371479081,11.828597478,3.371479081
232.250000000,147.555713574,121.826620428,1.817909167,0.015263155,3.470044855,11.089516257,3.470044855
232.500000000,147.494146494,122.068920605,1.821780241,0.016390098,3.565116781,10.724177194,3.565116781
232.750000000,147.431535422,122.310953013,1.826119502,0.017066989,3.635683901,10.521365576,3.635683901
233.000000000,147.367867894,122.552709701,1.830137055,0.017318636,3.711237950,10.448848562,3.711237950
233.250000000,147.303314071,122.794231359,1.834880837,0.016947638,3.752871027,10.556290869,3.752871027
233.500000000,147.237355761,123.035373125,1.839720750,0.017108372,3.845555880,10.509336307,3.845555880
233.750000000,147.170467126,123.276258552,1.843265222,0.017305608,3.912271718,10.452566038,3.912271718
234.000000000,147.102801010,123.516926819,1.847003609,0.016412335,3.971627849,10.717327210,3.971627849
234.250000000,147.034113279,123.757305186,1.852023886,0.015656944,4.030395881,10.957647726,4.030395881
234.500000000,146.964034166,123.997281952,1.856257968,0.015594912,4.088626623,10.978108680,4.088626623
234.750000000,146.893313266,124.237070359,1.859374462,0.015185968,4.129075185,11.115926258,4.129075185
235.000000000,146.821739822,124.476605423,1.862753855,0.014566635,4.158487868,11.334898164,4.158487868
235.250000000,146.749399859,124.715910416,1.866502234,0.014641026,4.208920630,11.307911013,4.208920630
235.500000000,146.676032649,124.954902373,1.870490150,0.015183097,4.258350370,11.116912429,4.258350370
235.750000000,146.601786376,125.193622704,1.874208309,0.014942176,4.303340889,11.200597851,4.303340889
236.000000000,146.526644100,125.432062129,1.878026666,0.013490678,4.356525014,11.748181329,4.293810744
236.250000000,146.450576974,125.670208499,1.882059378,0.011790732,4.293590487,12.504527882,4.175740737
236.500000000,146.373514041,125.908034140,1.884552115,0.010692462,4.172050411,13.078622798,4.054233677
236.750000000,146.296260542,126.145798482,1.886166941,0.011183836,4.025185824,12.812178490,3.928970693
237.000000000,146.218429749,126.383374507,1.888008318,0.012718041,3.871531132,12.074494476,3.799580333
237.250000000,146.140301213,126.620852536,1.890957804,0.013748711,3.712301590,11.644958868,3.665625554
237.500000000,146.061070486,126.857964838,1.897087848,0.014853720,3.526586268,11.231801323,3.526586268
237.750000000,145.980036335,127.094467355,1.901318687,0.015764382,3.405301660,10.922479070,3.396996439
238.000000000,145.898801939,127.330901217,1.903772139,0.014601724,3.248200868,11.322144603,3.246472672
238.250000000,145.816608314,127.567003145,1.907537402,0.012630338,3.088621830,12.113277803,3.088621830
238.500000000,145.733595857,127.802818315,1.910839642,0.012060466,2.937727722,12.374727775,2.937727722
238.750000000,145.649844670,128.038372350,1.913710265,0.011684335,2.787391433,12.556862612,2.787391433
239.000000000,145.565479656,128.273707209,1.916272158,0.011084272,2.916680789,12.864850665,2.916680789
239.250000000,145.480522673,128.508828952,1.918969820,0.011233463,3.046638330,12.786164757,3.042536249
239.500000000,145.394889184,128.743705212,1.921550551,0.011778840,3.126206724,12.510344947,3.126206724
239.750000000,145.308719829,128.978385154,1.924537172,0.012296503,3.287810809,12.264399408,3.243943354
240.000000000,145.221684901,129.212745729,1.928096383,0.013040035,3.403720358,11.935232857,3.357553943
240.250000000,145.133847124,129.446806518,1.931333130,0.013476186,3.516220769,11.754060636,3.467444085
240.500000000,145.045296929,129.680598685,1.934650100,0.013196607,3.621254048,11.869234755,3.573956978
240.750000000,144.955908410,129.914071463,1.938470353,0.013252136,3.701362348,11.846089647,3.677386094
241.000000000,144.865574512,130.147180282,1.941307810,0.013632171,3.780579020,11.691241088,3.777984712
241.250000000,144.774862394,130.380142310,1.944317267,0.013611464,3.849912380,11.699522242,3.849912380
241.500000000,144.683127148,130.612703020,1.948242574,0.013893692,3.935280653,11.588142079,3.935280653
241.750000000,144.590589048,130.844945484,1.951821067,0.014858867,4.012870112,11.229978288,4.012870112
242.000000000,144.497191715,131.076843735,1.955328028,0.015247021,4.090925704,11.095020880,4.090925704
242.250000000,144.403026940,131.308431522,1.959184367,0.014922979,4.150928480,11.207347308,4.150928480
242.500000000,144.307843853,131.539602524,1.963587851,0.014878232,4.240616552,11.223128265,4.240307447
242.750000000,144.211643123,131.770352147,1.967089524,0.014939405,4.242928111,11.201571247,4.242928111
243.000000000,144.114843425,132.000850853,1.970281558,0.014727027,4.320715522,11.276950654,4.320715522
243.250000000,144.017171657,132.230981362,1.974063104,0.014789160,4.383700357,11.254740537,4.383700357
243.500000000,143.918631458,132.460741386,1.977797779,0.015081062,4.440917801,11.152125176,4.440917801
243.750000000,143.819243479,132.690135999,1.981791992,0.014994447,4.495179596,11.182280376,4.495179596
244.000000000,143.718871016,132.919101533,1.985858263,0.014805148,4.576325505,11.249046571,4.576325505
244.250000000,143.617620713,133.147680449,1.989215440,0.014546652,4.547373526,11.342180774,4.547373526
244.500000000,143.515713103,133.375967038,1.992615330,0.014067346,4.612901741,11.521170725,4.612901741
244.750000000,143.412910892,133.603852138,1.996258410,0.013721746,4.662010091,11.655618971,4.662010091
245.000000000,143.309342706,133.831390078,1.999697978,0.013380648,4.708015192,11.793040041,4.708015192
245.250000000,143.204975313,134.058562546,2.003120639,0.012755658,4.747291363,12.057973281,4.747291363
245.500000000,143.099852039,134.285386106,2.006257420,0.011787549,4.783429476,12.506084260,4.783429476
245.750000000,142.994061464,134.511899495,2.009024950,0.010100149,4.815153444,13.423030765,4.815153444
246.000000000,142.887684364,134.738137633,2.011737920,0.007733057,4.840444535,15.133237700,4.840444535
246.250000000,142.780666298,134.964073693,2.013687316,0.005180491,4.878514926,17.988854350,4.878514926
246.500000000,142.673407771,135.189895752,2.014381660,0.002841730,4.913501927,22.816633511,4.913501927
246.750000000,142.566076027,135.415683035,2.014329034,0.001485745,4.948161732,28.365254683,4.948161732
247.000000000,142.458841275,135.641516371,2.013904557,0.001750074,4.981289005,26.967631680,4.981289005
247.250000000,142.351701252,135.867394692,2.013962634,0.003081668,4.992705299,22.135847371,4.992705299
247.500000000,142.244440273,136.093215562,2.015176970,0.004576261,5.006674400,18.938406786,5.006674400
247.750000000,142.136752084,136.318832798,2.017267190,0.005914394,5.039925733,17.007400216,5.039925733
248.000000000,142.028548047,136.544203229,2.019147668,0.007029873,5.070514434,15.781949997,5.070514434
248.250000000,141.920012000,136.769414037,2.020526571,0.007839748,5.099400039,15.041635604,5.099400039
248.500000000,141.811186832,136.994485238,2.022126602,0.008287839,5.124466873,14.674309274,5.124466873
248.750000000,141.701930720,137.219347434,2.024587682,0.008801234,5.139015577,14.284815267,5.139015577
249.000000000,141.591999211,137.443879901,2.027455835,0.009641229,5.154602871,13.709420915,5.154602871
249.250000000,141.481454956,137.668111816,2.029678607,0.010031226,5.184028941,13.464899025,5.184028941
249.500000000,141.370526282,137.892153532,2.031998706,0.009539491,5.210871576,13.775430665,5.210871576
249.750000000,141.258942822,138.115869926,2.034757519,0.009723075,5.236373103,13.657000402,5.236373103
250.000000000,141.146779598,138.339296305,2.037034806,0.011058412,5.260719764,12.878637881,5.260719764
250.250000000,141.034178279,138.562502337,2.038857428,0.011724428,5.280314807,12.537064539,5.280314807
250.500000000,140.921201570,138.785517949,2.042584712,0.011869406,5.282839105,12.466247412,5.282839105
250.750000000,140.806939515,139.007878350,2.046738582,0.012371372,5.290308886,12.230015540,5.217668246
251.000000000,140.692113703,139.229948211,2.049328699,0.011841837,5.313912697,12.479621486,5.120943460
251.250000000,140.576701276,139.451713788,2.052137133,0.010834382,5.277238191,12.999965738,5.022356212
251.500000000,140.460629957,139.673135164,2.054683517,0.010179583,5.128942558,13.375258894,4.921794584
251.750000000,140.344089650,139.894310062,2.056363189,0.008026273,4.990546436,14.885408540,4.819134977
252.000000000,140.227275142,140.115340294,2.060046115,0.005670466,4.786110111,17.315575175,4.714240334
252.250000000,140.109109000,140.335650536,2.061470109,0.004936679,4.684874014,18.354528335,4.606957990
252.500000000,139.991665483,140.556347172,2.060061397,0.004051132,4.534492965,19.898514553,4.497117068
252.750000000,139.874120376,140.776989728,2.060935408,0.003291175,4.384525279,21.588719588,4.384525279
253.000000000,139.756291263,140.997480719,2.062452984,0.004836514,4.292804084,18.511356626,4.292804084
253.250000000,139.638077053,141.217765420,2.064084110,0.007377827,4.355727877,15.450740238,4.355727877
253.500000000,139.519529260,141.437870872,2.065660055,0.008929022,4.389201407,14.192593536,4.389201407
253.750000000,139.400621321,141.657781890,2.067962733,0.009184728,4.402553337,14.013295557,4.402553337
254.000000000,139.281061199,141.877338919,2.071478642,0.008758472,4.473764495,14.316078793,4.473764495
254.250000000,139.160609864,142.096408319,2.074232290,0.008671546,4.528353440,14.380270584,4.528353440
254.500000000,139.039842312,142.315303722,2.075266618,0.008840737,4.576695350,14.256115135,4.576695350
254.750000000,138.918938003,142.534123577,2.076373724,0.008354046,4.624846643,14.622285075,4.624846643
255.000000000,138.797686096,142.752750985,2.078927933,0.007351146,4.653444515,15.475402319,4.653444515
255.250000000,138.675666213,142.970949160,2.082615263,0.006903172,4.682515273,15.907952374,4.682515273
255.500000000,138.552805398,143.188676303,2.083980754,0.006283892,4.754721368,16.570409913,4.754721368
255.750000000,138.430189409,143.406541609,2.083895988,0.004283841,4.807385396,19.455398351,4.807385396
256.000000000,138.307365400,143.624289767,2.085002250,0.002343005,4.859048605,24.459437647,4.859048605
256.250000000,138.184267721,143.841883177,2.086009091,0.002276338,4.907643044,24.707035908,4.907643044
256.500000000,138.061005490,144.059383560,2.086243686,0.003478249,4.951379866,21.132986156,4.951379866
256.750000000,137.937805663,144.276919310,2.086209848,0.005163694,4.968755749,18.013349007,4.968755749
257.000000000,137.814558148,144.494428040,2.087357740,0.007142524,4.984376185,15.672398617,4.984376185
257.250000000,137.690859423,144.711680039,2.090236125,0.009074568,5.025755521,14.089701168,5.025755521
257.500000000,137.566362037,144.928475266,2.093684436,0.010742444,5.068562194,13.050758320,5.068562194
257.750000000,137.441167892,145.144869121,2.096424629,0.011270104,5.106669062,12.767059059,5.106669062
258.000000000,137.315484073,145.360979123,2.098715306,0.009234031,5.138548921,13.979499793,5.138548921
258.250000000,137.189299898,145.576797100,2.101708376,0.005094990,5.153871091,18.114589893,5.153871091
258.500000000,137.062324948,145.792150407,2.104060709,0.000727832,5.174178960,34.022345083,5.174178960
258.750000000,136.935126885,146.007372237,2.102944910,-0.003517164,5.210836529,21.041759564,5.210836529
259.000000000,136.808632625,146.223008720,2.099901626,-0.007319522,5.238567383,15.504786985,5.238567383
259.250000000,136.682746808,146.439000869,2.097057884,-0.008320066,5.267371493,14.648916450,5.267371493
259.500000000,136.557480963,146.655353384,2.094572883,-0.007051090,5.313512132,15.761140675,5.313512132
259.750000000,136.432670061,146.871968720,2.092897413,-0.006279524,5.381337176,16.575380074,5.381337176
260.000000000,136.308129889,147.088739803,2.093308055,-0.005315121,5.313258737,17.796072067,5.313258737
260.250000000,136.183141197,147.305252436,2.091910758,-0.004128795,5.324835081,19.747281504,5.324835081
260.500000000,136.059207255,147.522370786,2.089349964,-0.003770218,5.357421596,20.476035068,5.357421596
260.750000000,135.935328981,147.739520902,2.088993006,-0.002556876,5.382450193,23.712681187,5.382450193
261.000000000,135.811550075,147.956727674,2.088155309,-0.000297241,5.407815483,39.264909897,5.407815483
261.250000000,135.688035803,148.174085003,2.088624621,0.000526551,5.427254560,36.195895546,5.401108060
261.500000000,135.564053186,148.391175303,2.090202011,0.000395478,5.423161730,37.857632319,5.307727223
261.750000000,135.439853801,148.608141916,2.090315594,0.000683308,5.446962670,34.469361755,5.212673813
262.000000000,135.315821795,148.825204180,2.089343752,0.000795083,5.475543673,33.378954132,5.115854599
262.250000000,135.192044376,149.042411757,2.088793258,0.000811866,5.438954261,33.224006768,5.017167356
262.500000000,135.068251431,149.259610442,2.089694940,0.001432955,5.320270265,28.671340014,4.916499596
262.750000000,134.944082563,149.476594357,2.091119399,0.002781026,5.166208653,22.999065177,4.813727067
263.000000000,134.819671323,149.693439514,2.091427869,0.004077207,5.021683926,19.847350699,4.708711955
263.250000000,134.695368561,149.910346873,2.091813863,0.004924960,4.891825853,18.372670436,4.601300716
263.500000000,134.570789952,150.127095931,2.093275710,0.006038292,4.739976123,16.857041804,4.491321440
263.750000000,134.445853614,150.343638830,2.095405505,0.007759682,4.585786885,15.110221604,4.378580624
264.000000000,134.320352952,150.559855137,2.097721229,0.010194714,4.431861848,13.366216951,4.262859167
264.250000000,134.194414991,150.775817183,2.099921765,0.013564400,4.308243598,11.718410183,4.143907368
264.500000000,134.067963952,150.991479081,2.102719170,0.017120163,4.128027189,10.505916707,4.021438583
264.750000000,133.940819870,151.206732867,2.107857218,0.020125190,3.988002501,9.730041384,3.895121086
265.000000000,133.812159600,151.421083616,2.114734985,0.021918322,3.818172605,9.341649865,3.764567476
265.250000000,133.682067143,151.634567443,2.121192112,0.020898263,3.660077021,9.556748687,3.629320636
265.500000000,133.550649431,151.847238931,2.126763773,0.017152024,3.503529163,10.496692263,3.488834802
265.750000000,133.418185647,152.059260724,2.130672890,0.013021490,3.343935342,11.943123251,3.342449443
266.000000000,133.285109084,152.270898536,2.132149055,0.008797647,3.215526765,14.287429521,3.189352329
266.250000000,133.152020084,152.482528066,2.133323151,0.004213462,3.028525760,19.586276047,3.028525760
266.500000000,133.018446964,152.693852740,2.135157641,0.000995340,2.960266773,31.659684612,2.960266773
266.750000000,132.884582149,152.904992938,2.134792373,-0.000437525,3.139208062,37.299871893,3.084344236
267.000000000,132.751163344,153.116415295,2.133177951,-0.001592145,3.309345949,27.777002038,3.203619729
267.250000000,132.617980949,153.327986644,2.132132336,-0.002452523,3.468211117,24.068370389,3.318611060
267.500000000,132.485004573,153.539687540,2.132246053,-0.001780250,3.612575657,26.820882615,3.429749169
267.750000000,132.351774061,153.751228599,2.132254381,-0.000279654,3.657167649,39.533809565,3.537397259
268.000000000,132.218794160,153.962927277,2.131564326,-0.000017882,3.814590968,44.326781409,3.641864820
268.250000000,132.085855713,154.174652024,2.131955372,-0.001669132,3.926519940,27.373478413,3.743418139
268.500000000,131.952710332,154.386246561,2.132655779,-0.003447035,4.034000915,21.207024385,3.842288298
268.750000000,131.819475431,154.597784875,2.131677903,-0.004153925,4.137795811,19.699079527,3.938677362
269.000000000,131.686744195,154.809639304,2.128649698,-0.004732269,4.232173028,18.678917592,4.032763242
269.250000000,131.554792909,155.021980632,2.126551432,-0.005657229,4.299774045,17.332780510,4.124703549
269.500000000,131.422951777,155.234390392,2.126583457,-0.006161945,4.393473023,16.710886928,4.214638699
269.750000000,131.290986871,155.446723298,2.126197025,-0.006098247,4.476606361,16.785699565,4.302694431
270.000000000,131.159310006,155.659234788,2.123993585,-0.006272969,4.561814728,16.582848376,4.388983865
270.250000000,131.028282221,155.872146996,2.120929163,-0.006476351,4.645615528,16.355738123,4.473609210
270.500000000,130.897910281,156.085461497,2.119026353,-0.006260474,4.750973937,16.597111521,4.556663183
270.750000000,130.767693590,156.298870993,2.118426119,-0.006197725,4.800633086,16.669300524,4.638230198
271.000000000,130.637577738,156.512341985,2.118163491,-0.006547985,4.818138559,16.277941765,4.718387369
271.250000000,130.507473160,156.725819849,2.116375940,-0.007029476,4.895996336,15.782340256,4.797205370
271.500000000,130.378121327,156.939754639,2.113052500,-0.007806526,4.960026976,15.069980397,4.874749159
271.750000000,130.249438577,157.154092565,2.110533052,-0.007965927,5.023549087,14.935418701,4.951078606
272.000000000,130.121166368,157.368676442,2.109345729,-0.005639952,5.082439079,17.355315732,5.026249035
272.250000000,129.992992954,157.583319345,2.107727561,-0.002192802,5.095473266,25.028165299,5.095473266
272.500000000,129.865415890,157.798317215,2.106897056,-0.000234799,5.137578145,40.245457624,5.137578145
272.750000000,129.737599180,158.013172712,2.108431502,0.000521516,5.217246585,36.255740393,5.210058464
273.000000000,129.609362929,158.227778021,2.109672042,0.001181302,5.273112919,30.280083925,5.273112919
273.250000000,129.481013537,158.442315739,2.109619742,0.001674103,5.324077203,27.348024777,5.324077203
273.500000000,129.352799716,158.656934492,2.108757340,0.002147023,5.374588006,25.209546817,5.374588006
273.750000000,129.224820568,158.871693236,2.108820531,0.003028505,5.411904435,22.281428389,5.411904435
274.000000000,129.096579701,159.086295656,2.110693284,0.004364091,5.399023458,19.309318399,5.399023458
274.250000000,128.967797192,159.300573350,2.112777812,0.005699495,5.435586479,17.278019628,5.435586479
274.500000000,128.838662677,159.514639387,2.114085228,0.006858929,5.503909007,15.952667151,5.503909007
274.750000000,128.709320205,159.728579776,2.115202075,0.007850087,5.545670940,15.032846416,5.545670940
275.000000000,128.579707862,159.942356820,2.116624529,0.008029254,5.587080853,14.882951079,5.555600000
275.250000000,128.449757490,160.155928020,2.120036613,0.007381729,5.625755973,15.447144053,5.555600000
275.500000000,128.318689311,160.368815626,2.123059672,0.005915321,5.645218319,17.006260295,5.555600000
275.750000000,128.187449788,160.581597645,2.123876493,0.003109744,5.680549711,22.060106117,5.555600000
276.000000000,128.056034009,160.794270836,2.123865120,0.000060564,5.717689416,43.425668489,5.555600000
276.250000000,127.924799351,161.007055801,2.122749773,-0.001094043,5.754099123,30.904536186,5.555600000
276.500000000,127.793858349,161.220021543,2.121685707,-0.000139521,5.789095422,41.894192399,5.555600000
276.750000000,127.663076798,161.433085350,2.121562006,0.002221653,5.818386341,24.915843198,5.555600000
277.000000000,127.532188484,161.646083488,2.122639053,0.005182843,5.838841317,17.985432877,5.555600000
277.250000000,127.400948328,161.858865002,2.124753758,0.007562406,5.854660930,15.283298092,5.555600000
277.500000000,127.269160286,162.071307728,2.127415269,0.008962440,5.888261143,14.168769352,5.555600000
277.750000000,127.136789338,162.283387663,2.129977318,0.009639141,5.920169147,13.710765926,5.555600000
278.000000000,127.003914558,162.495152143,2.132176409,0.009554505,5.951463914,13.765628930,5.555600000
278.250000000,126.870612178,162.706647754,2.134430749,0.009528728,5.955364779,13.782469497,5.555600000
278.500000000,126.736784121,162.917810761,2.137059906,0.010903387,5.962510919,12.962229669,5.555600000
278.750000000,126.602371408,163.128602619,2.138995368,0.012823817,6.005280961,12.028210086,5.555600000
279.000000000,126.467726705,163.339246403,2.142219044,0.014221978,6.016286230,11.462502923,5.555600000
279.250000000,126.331957854,163.549167113,2.147193142,0.015847822,6.023390257,10.895398520,5.555600000
279.500000000,126.195224714,163.758460424,2.151473539,0.017519222,6.029774754,10.392107476,5.555600000
279.750000000,126.057664024,163.967210785,2.155572034,0.018680803,6.039957032,10.080767251,5.555600000
280.000000000,125.919220124,164.175375973,2.160102751,0.020262178,6.044941891,9.698646340,5.555600000
280.250000000,125.779773406,164.382871472,2.164909618,0.021943677,6.030217532,9.336486772,5.555600000
280.500000000,125.639334081,164.589696993,2.171204553,0.022779018,5.991852046,9.171028365,5.555600000
280.750000000,125.497286160,164.795420445,2.178117511,0.022902553,6.021419073,9.147298551,5.555600000
281.000000000,125.354001589,165.000283425,2.183787191,0.022278420,6.033913301,9.269114556,5.555600000
281.250000000,125.209630503,165.204382359,2.188835048,0.021364866,6.039205678,9.456530998,5.555600000
281.500000000,125.064284737,165.407788776,2.193433613,0.020920328,6.042863490,9.551937582,5.555600000
281.750000000,124.918042156,165.610551992,2.198376456,0.020511676,6.040795983,9.642238618,5.555600000
282.000000000,124.770692197,165.812512359,2.204357690,0.019922998,6.028442625,9.776941952,5.555600000
282.250000000,124.622034698,166.013511535,2.209847736,0.019430874,6.027464527,9.893991426,5.555600000
282.500000000,124.472476589,166.213841221,2.214053646,0.018856445,6.027449531,10.036083229,5.555600000
