group,start_index,start_x,start_y,predicted_x,predicted_y,true_x,true_y,error_x,error_y,position_error,yaw_error
1.0,3.0,80.1409453306529,-171.4835698419849,80.15010738708605,-171.48052446097077,80.14329948065486,-171.4822717321367,0.006807906431191668,0.0017472711659252127,0.007028552233791433,0.0020277803093340374
1.0,8.0,80.14210867299539,-171.48292835749936,80.15123013349964,-171.47990516570735,80.144442882317,-171.48164125083133,0.006787251182643672,0.0017360851239800468,0.0070057669226147356,0.0020275488810894693
1.0,13.0,80.14329948065486,-171.4822717321367,80.15237951971578,-171.47927103403745,80.14551226690631,-171.48105158675799,0.00686725280947087,0.0017805527205325689,0.007094330774624303,0.002027118661179106
1.0,18.0,80.144442882317,-171.48164125083133,80.15348328403236,-171.4786624740492,80.14660697927378,-171.48044796040108,0.006876304758577589,0.0017854863518778075,0.007104331681838815,0.0020271402680638317
1.0,23.0,80.14551226690631,-171.48105158675799,80.15451571086393,-171.47809288200025,80.14774840809734,-171.4798185785285,0.006767302766590433,0.0017256965282399506,0.006983868214842112,0.002026840297356003
1.0,28.0,80.14660697927378,-171.48044796040108,80.15557271471626,-171.47750985023183,80.14879629479192,-171.47924077937563,0.0067764199243356416,0.0017309291438039054,0.006993996189004022,0.0020265964554040394
1.0,33.0,80.14774840809734,-171.4798185785285,80.15667496421277,-171.4769020229467,80.14982290454576,-171.47867471577925,0.00685205966701119,0.0017726928325600966,0.007077652263207867,0.0020264706610522154
1.0,38.0,80.14879629479192,-171.47924077937563,80.15768700649403,-171.47634373546447,80.15084174928208,-171.478112937357,0.006845257211949729,0.0017692018925288266,0.007070192475051677,0.00202617937751981
1.0,43.0,80.14982290454576,-171.47867471577925,80.1586786227206,-171.4757969557081,80.15184691262992,-171.4775587062586,0.006831710090679621,0.0017617505505143072,0.0070552128079407524,0.002026138334453087
1.0,48.0,80.15084174928208,-171.478112937357,80.15953877509756,-171.4753431759506,80.15285992372233,-171.4770011295435,0.006678851375227168,0.001657953592911099,0.006881559838337574,0.00204575393024653
1.0,53.0,80.15184691262992,-171.4775587062586,80.14871512498799,-171.4800153980891,80.15185046568631,-171.47749983184133,-0.0031353406983214427,-0.0025155662477800433,0.004019755569872497,0.0007796597122653459
1.0,58.0,80.15285992372233,-171.4770011295435,80.09344972158027,-171.50414254534394,80.14138562037405,-171.48270762883269,-0.04793589879378146,-0.021434916511253732,0.05251005655121767,-0.004848262029351957
1.0,63.0,80.15185046568631,-171.47749983184133,80.07286537201976,-171.51516455411374,80.11636802414682,-171.4952722812435,-0.04350265212706006,-0.019892272870237093,0.0478349585766725,-0.0039252535093869945
1.0,68.0,80.14138562037405,-171.48270762883269,80.03810121109998,-171.5325511635958,80.0680761329928,-171.5194414503463,-0.029974921892815587,-0.013109713249491506,0.03271636477306561,-0.003211428144051176
1.0,73.0,80.11636802414682,-171.4952722812435,79.97900466251618,-171.5621190072734,79.99192466175323,-171.55725319479944,-0.01291999923705589,-0.004865812473951792,0.013805886835592623,-0.002114010368073682
1.0,78.0,80.0680761329928,-171.5194414503463,79.88411650864383,-171.60899130918887,79.8818012551185,-171.61132763708224,0.0023152535253245787,0.002336327893374346,0.0032891985212034403,-0.0011181856843922588
1.0,83.0,79.99192466175323,-171.55725319479944,79.75189225721512,-171.67339078052103,79.73611204690415,-171.6817754529146,0.01578021031096455,0.008384672393560777,0.017869464698350986,-0.00016196699758674882
1.0,88.0,79.8818012551185,-171.61132763708224,79.57639511463728,-171.75728314536912,79.55313504561103,-171.76850902481044,0.023260069026250108,0.01122587944132647,0.025827333976566683,0.0005688386756537156
1.0,93.0,79.73611204690415,-171.6817754529146,79.35866109635025,-171.85887308385128,79.32859054019379,-171.87232079821445,0.030070556156459816,0.013447714363167051,0.032940542939546895,0.0012957249339540233
1.0,98.0,79.55313504561103,-171.76850902481044,79.09847011527123,-171.97672424851268,79.06550723338074,-171.99032121229638,0.032962881890483686,0.013596963783697902,0.0356571031725962,0.00186912405333306
1.0,103.0,79.32859054019379,-171.87232079821445,78.80032069150766,-172.1070213006,78.77046672834443,-172.11806494238434,0.029853963163233743,0.011043641784340252,0.03183113476476362,0.002134714723835973
1.0,108.0,79.06550723338074,-171.99032121229638,78.47161860031343,-172.2449680028845,78.45205446383046,-172.25058523001363,0.01956413648296973,0.005617227129135927,0.02035457385809312,0.002085438032328746
1.0,113.0,78.77046672834443,-172.11806494238434,78.12051200652463,-172.39115863218603,78.1051481092452,-172.40279853220812,0.015363897279428329,0.011639900022089478,0.019275285007933445,-0.00573467155438534
1.0,118.0,78.45205446383046,-172.25058523001363,77.7580451741055,-172.54582544701037,77.75893858245341,-172.58026875269437,-0.0008934083479061883,0.03444330568399323,0.03445489058054181,-0.028807783358641537
1.0,123.0,78.1051481092452,-172.40279853220812,77.38963751485483,-172.75683946092298,77.38259831798,-172.78148503942109,0.007039196874828235,0.024645578498109444,0.025631130137960482,-0.014330387859857296
1.0,128.0,77.75893858245341,-172.58026875269437,77.02476489851801,-172.97800702241614,77.00033423342363,-172.9936534243256,0.024430665094385517,0.015646401909464203,0.029011502713001822,-0.0014451397747321515
1.0,133.0,77.38259831798,-172.78148503942109,76.62337283646818,-173.20504788218864,76.62046545524586,-173.21397622224316,0.002907381222314598,0.008928340054524142,0.009389788160607654,-0.004362780365809726
1.0,138.0,77.00033423342363,-172.9936534243256,76.22406586715559,-173.4456320089919,76.22092280873899,-173.4562530658621,0.003143058416597455,0.010621056870178336,0.011076356135918822,-0.005240577161128801
1.0,143.0,76.62046545524586,-173.21397622224316,75.83233346532138,-173.6933390285017,75.82817253303251,-173.70529598049518,0.004160932288868935,0.01195695199348279,0.012660255071956651,-0.005553038912540664
1.0,148.0,76.22092280873899,-173.4562530658621,75.42440147079756,-173.96304844346523,75.41715918233865,-173.97793707880476,0.0072422884589116165,0.01488863533953122,0.016556636264520107,-0.006045012998157073
1.0,153.0,75.82817253303251,-173.70529598049518,75.02691321574241,-174.2380055222061,75.01914443401944,-174.25415519442447,0.007768781722973017,0.0161496722183756,0.017921101590587903,-0.006370745513327058
1.0,158.0,75.41715918233865,-173.97793707880476,74.61413542866809,-174.53683080539568,74.62913776472129,-174.53698377333117,-0.015002336053200338,0.00015296793549168797,0.015003115884456911,-0.005421017142171357
1.0,163.0,75.01914443401944,-174.25415519442447,74.21711387951497,-174.8376110403092,74.21502411817514,-174.85109471301627,0.0020897613398318526,0.013483672707053529,0.013644652143913236,-0.006555956755881275
1.0,168.0,74.62913776472129,-174.53698377333117,73.83031484108993,-175.14374247150195,73.82439202969731,-175.16105646698801,0.005922811392622407,0.01731399548606305,0.018299020041630355,-0.00705231263733852
1.0,173.0,74.21502411817514,-174.85109471301627,73.41710426678833,-175.4756546911541,73.41849225525193,-175.47421198969892,-0.0013879884636054385,-0.0014427014551756656,0.0020019738919046294,0.003362966430841663
1.0,178.0,73.82439202969731,-175.16105646698801,73.01655152155062,-175.78833307547563,72.99258992804252,-175.7512768604493,0.023961593508104784,-0.03705621502632539,0.04412846060678882,0.03875834765456032
1.0,183.0,73.41849225525193,-175.47421198969892,72.56583189017789,-176.05539838728788,72.53197271439086,-176.00851080818413,0.03385917578702902,-0.046887579103753296,0.05783501412801466,0.0429556272556213
1.0,188.0,72.99258992804252,-175.7512768604493,72.08625493800055,-176.25253135231696,72.08060323698187,-176.23669000010455,0.005651701018678068,-0.015841352212419224,0.016819338997786034,0.008990785234419096
1.0,193.0,72.53197271439086,-176.00851080818413,71.5973010939782,-176.46899623625552,71.59453207126539,-176.45627744835107,0.002769022712811875,-0.012718787904447026,0.013016722035227456,0.006624074537448178
1.0,198.0,72.08060323698187,-176.23669000010455,71.12274226016714,-176.6610591661756,71.13637980329062,-176.63929917619978,-0.013637543123479645,-0.021759989975805638,0.025680337735160895,0.00722849880996268
1.0,203.0,71.59453207126539,-176.45627744835107,70.6137216300924,-176.8378545987564,70.62732580364934,-176.81677871092623,-0.0136041735569421,-0.021075887830164675,0.025085186584856933,0.0074203604977522986
1.0,208.0,71.13637980329062,-176.63929917619978,70.1368047629609,-176.97984052340095,70.10206609058743,-176.97291548676134,0.03473867237347861,-0.006925036639614746,0.035422189242505786,0.011761152481366999
1.0,213.0,70.62732580364934,-176.81677871092623,69.61863383350777,-177.107464931345,69.62600142299921,-177.09153532285706,-0.007367589491437343,-0.01592960848793723,0.017550891757779713,0.006418697349376501
1.0,218.0,70.10206609058743,-176.97291548676134,69.1216508282734,-177.20299304358977,69.08819221444557,-177.20030098268964,0.03345861382783255,-0.002692060900130855,0.03356673995445552,0.006210285821288242
1.0,223.0,69.62600142299921,-177.09153532285706,68.65308484731148,-177.2771945480574,68.58916260901442,-177.27811558744997,0.06392223829705301,0.0009210393925798144,0.06392887346471791,0.008331799719461408
1.0,228.0,69.08819221444557,-177.20030098268964,68.13233871483064,-177.33685653981743,68.10984453661013,-177.33231243822303,0.02249417822051214,-0.004544101594404992,0.022948571047375407,0.00409531913678718
1.0,233.0,68.58916260901442,-177.27811558744997,67.66714766273087,-177.37760202315738,67.6755089978106,-177.37903534383307,-0.008361335079726473,0.001433320675687355,0.008483297264319891,-0.006170578973839547
1.0,238.0,68.10984453661013,-177.33231243822303,67.24160657183077,-177.4282725063259,67.25161273488095,-177.45123126565235,-0.01000616305017843,0.022958759326456857,0.02504451893722309,-0.02427391929328282
1.0,243.0,67.6755089978106,-177.37903534383307,66.86501325321254,-177.50076139604613,66.89315888043551,-177.5424181396505,-0.028145627222968983,0.041656743604363555,0.05027385622263342,-0.03929828120955614
1.0,248.0,67.25161273488095,-177.45123126565235,66.5268956613174,-177.62712843525887,66.5861220404615,-177.631621804462,-0.059226379144107,0.004493369203117936,0.05939658536748591,-0.010861571241964183
1.0,253.0,66.89315888043551,-177.5424181396505,66.24396765346918,-177.74303095917372,66.26733897305849,-177.73274261667456,-0.02337131958930172,-0.010288342499165992,0.025535633352737182,0.006185688890813169
1.0,258.0,66.5861220404615,-177.631621804462,65.9912321907211,-177.8293653856646,65.98884053902609,-177.82945592974804,0.002391651695020869,9.054408343445175e-05,0.002393365007962885,0.002051245855482886
1.0,263.0,66.26733897305849,-177.73274261667456,65.72791063997812,-177.9291481269365,65.7426019045282,-177.92170810176094,-0.014691264550080518,-0.007440025175554865,0.016467763317868724,0.004323563524733398
1.0,268.0,65.98884053902609,-177.82945592974804,65.49581306334204,-178.0239166364707,65.5087566787223,-178.01528998630133,-0.012943615380265783,-0.008626650169361483,0.01555494365971145,0.00540996278679895
1.0,273.0,65.7426019045282,-177.92170810176094,65.28860102673748,-178.1133325534089,65.29420937480091,-178.10640393075755,-0.0056083480634328,-0.006928622651344085,0.008913999093859544,0.005705007428287612
1.0,278.0,65.5087566787223,-178.01528998630133,65.089935111213,-178.20348538691962,65.09938399675356,-178.19360164991596,-0.009448885540564333,-0.009883737003661963,0.013673686229990892,0.006945993886672941
1.0,283.0,65.29420937480091,-178.10640393075755,64.90588479907898,-178.2909928935587,64.91416248456474,-178.28054267979536,-0.008277685485765574,-0.01045021376333466,0.013331430707191302,0.007603651390031273
1.0,288.0,65.09938399675356,-178.19360164991596,64.73714707577928,-178.3746624337882,64.73838540840147,-178.3667837363181,-0.0012383326221936386,-0.007878697470090401,0.007975421086588335,0.007586136640432173
1.0,293.0,64.91416248456474,-178.28054267979536,64.57257630438471,-178.45183416870975,64.57662551521001,-178.44472599113536,-0.00404921082530052,-0.007108177574394858,0.00818060491264924,0.005457247635360041
1.0,298.0,64.73838540840147,-178.3667837363181,64.41109264018836,-178.51557067470753,64.41026890601219,-178.51226667657988,0.000823734176165658,-0.0033039981276488106,0.003405134596530681,0.004197267182624476
1.0,303.0,64.57662551521001,-178.44472599113536,64.25356265727552,-178.57222784872377,64.25866785102802,-178.5617102921972,-0.005105193752498849,-0.010517556526565386,0.011691107669508967,0.007817345311301072
1.0,308.0,64.41026890601219,-178.51226667657988,64.09288319798718,-178.61352703640827,64.10050493281602,-178.60970686499337,-0.007621734828845206,-0.003820171414901097,0.008525523528819771,-5.908284504130279e-05
1.0,313.0,64.25866785102802,-178.5617102921972,63.948654347825084,-178.64513326221234,63.95086098310393,-178.6538097781216,-0.002206635278845681,0.008676515909257887,0.008952718446229144,-0.009589769758639566
1.0,318.0,64.10050493281602,-178.60970686499337,63.80040393332546,-178.68816415568725,63.801490555262674,-178.69567012293118,-0.0010866219372118735,0.00750596724392949,0.007584213308008454,-0.008052027718659538
1.0,323.0,63.95086098310393,-178.6538097781216,63.658861274292036,-178.7261259504887,63.66118435700415,-178.7330089345745,-0.0023230827121167863,0.006882984085819999,0.007264446518007221,-0.007904847370059809
