group,start_index,start_x,start_y,predicted_x,predicted_y,true_x,true_y,error_x,error_y,position_error,yaw_error
1.0,3.0,80.1409453306529,-171.4835698419849,79.8745141983813,-171.63042966266343,80.14551226690631,-171.48105158675799,-0.2709980685250031,-0.14937807590544594,0.30944104883724693,-0.0017682071557230117
1.0,8.0,80.14210867299539,-171.48292835749936,79.87565073671634,-171.6298024352804,80.14660697927378,-171.48044796040108,-0.2709562425574461,-0.14935447487931697,0.3093930260159819,-0.0017685177750568215
1.0,13.0,80.14329948065486,-171.4822717321367,79.87681443468763,-171.62916014830228,80.14774840809734,-171.4798185785285,-0.27093397340971137,-0.14934156977378166,0.3093672936980758,-0.0017688806838700444
1.0,18.0,80.144442882317,-171.48164125083133,79.87793114682856,-171.62854402693827,80.14879629479192,-171.47924077937563,-0.27086514796336303,-0.14930324756264213,0.30928851920814354,-0.001769070019039365
1.0,23.0,80.14551226690631,-171.48105158675799,79.87897637189073,-171.62796713893655,80.14982290454576,-171.47867471577925,-0.2708465326550282,-0.14929242315730562,0.3092669912283419,-0.001769387846296322
1.0,28.0,80.14660697927378,-171.48044796040108,79.88004636872057,-171.6273766443454,80.15084174928208,-171.478112937357,-0.2707953805615091,-0.14926370698839264,0.30920833164287354,-0.001769678135178143
1.0,33.0,80.14774840809734,-171.4798185785285,79.88116141539655,-171.6267613774328,80.15184691262992,-171.4775587062586,-0.270685497233373,-0.1492026711742085,0.30908263538736264,-0.0017699392440033712
1.0,38.0,80.14879629479192,-171.47924077937563,79.88234857628629,-171.6255736343485,80.15285992372233,-171.4770011295435,-0.27051134743604166,-0.14857250480500284,0.30862627606167214,-0.002368865510697038
1.0,43.0,80.14982290454576,-171.47867471577925,79.93031787692075,-171.5969586130904,80.15185046568631,-171.47749983184133,-0.22153258876555526,-0.1194587812490795,0.2516884747116642,-0.0036501828403352476
1.0,48.0,80.15084174928208,-171.478112937357,79.97311242633319,-171.57113491539022,80.14138562037405,-171.48270762883269,-0.16827319404086438,-0.08842728655753263,0.19009274799592538,-0.004489263285154088
1.0,53.0,80.15184691262992,-171.4775587062586,79.99884911528964,-171.55448696861242,80.11636802414682,-171.4952722812435,-0.11751890885717842,-0.05921468736892166,0.13159435071149878,-0.004771514218984585
